customer_id,name,account,out_degree,in_degree,pagerank_score,betweenness_score,community_id,reciprocal_connections,circular_flow_flag,num_sent_transactions,total_sent_amount,avg_sent_amount,num_received_transactions,total_received_amount,profitability_score,embedding_array,embedding_norm,embedding_mean,embedding_std
b8a8669c-f99a-45e5-bbe1-589fc292366c,Leslie Cunningham,00769944,0,0,0.15000000000000002,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
b633a3f1-e76d-4a9f-9a21-4045211e7c7f,Larry Dickson,00329487,0,8,0.1963636363636364,0.0,361,0,0,0.0,0.0,0.0,8.0,81667.65,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
79206bcd-d215-4eec-962c-7aa90c915b08,James Patrick,00289395,1,0,0.15000000000000002,0.0,398,0,0,1.0,8.47,8.47,0.0,0.0,0.0,"[ 0.          0.21821788  0.          0.         -0.21821788  0.
  0.          0.          0.         -0.21821788  0.         -0.21821788
  0.         -0.21821788  0.          0.          0.          0.
 -0.21821788  0.          0.          0.          0.          0.
  0.          0.21821788  0.          0.21821788  0.          0.21821788
  0.         -0.21821788  0.21821788 -0.21821788 -0.21821788  0.
  0.          0.          0.          0.21821788  0.          0.
 -0.21821788  0.          0.          0.          0.21821788 -0.21821788
  0.          0.          0.          0.          0.         -0.21821788
  0.21821788  0.          0.         -0.21821788  0.          0.
  0.          0.          0.21821788  0.        ]",0.9999999509562453,-0.010228963103145361,0.12458076408987542
be418f9d-bc41-4b6c-b265-c7a9665e8727,Abigail Hansen,00679751,0,0,0.15000000000000002,0.0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
8f14ddc8-54c9-4c55-89a7-a401af26bf5d,Martha Ortiz,00271409,0,0,0.15000000000000002,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
72e062fd-07fa-4154-a176-c8b9e4333aae,Vanessa Sims,00392771,0,0,0.15000000000000002,0.0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
ca779a49-b69a-478a-a0e3-7a506f9a9db2,Patricia Cook,00468107,0,0,0.15000000000000002,0.0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
78634630-7311-458a-8ba2-ae0fc49dfddb,Chase Salas,00213107,9,0,0.15000000000000002,0.0,464,0,0,9.0,228611.82,25401.31333333334,0.0,0.0,0.0,"[-0.21821788 -0.1042572   0.21821788  0.         -0.21821788  0.1042572
  0.          0.21821788 -0.21821788  0.          0.1042572   0.
  0.          0.          0.1042572   0.1042572   0.21821788  0.
  0.1042572   0.32247508  0.32247508  0.          0.1042572   0.32247508
  0.1042572   0.          0.          0.         -0.1042572   0.1042572
  0.         -0.32247508  0.          0.21821788 -0.21821788 -0.21821788
 -0.1042572   0.1042572   0.         -0.21821788  0.21821788  0.32247508
  0.          0.1042572   0.          0.11396068  0.1042572   0.
  0.          0.          0.21821788  0.          0.1042572  -0.21821788
  0.          0.1042572   0.          0.1042572   0.          0.
  0.          0.21821788 -0.21821788  0.        ]",1.1966645933014979,0.0314062072429806,0.14624891870564702
c8b38f0c-ff29-4690-ab17-69a3ddaf1e47,Dillon Krueger,00640346,0,0,0.15000000000000002,0.0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
5386d3b9-6cbc-42f6-a93d-9f85e029fd68,Jacob Wang,00276357,0,0,0.15000000000000002,0.0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
13a52857-2f84-4992-a842-9b793c031086,Jim Adams,00348865,0,0,0.15000000000000002,0.0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
2487f74e-c2c2-47b0-8142-d9d23334c68c,Mr. Christopher Ramos,00821525,0,0,0.15000000000000002,0.0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
93b9a4e1-1227-4271-9064-6c8c48ce6dad,Norma Nelson,00147703,0,0,0.15000000000000002,0.0,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
8bd8602c-91a4-440c-b0a6-f6eadfd62cac,Mrs. Tiffany Stewart,00237005,0,0,0.15000000000000002,0.0,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
88b67ee2-cdaa-4d82-8fd2-5730e5747ff4,Dustin Harrington,00775548,0,0,0.15000000000000002,0.0,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
c33c0432-56f5-418f-a58f-363dcc557b01,James Parks,00289367,0,0,0.15000000000000002,0.0,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
014657c7-399b-480b-9072-1af1e01ade8f,Robert Wallace,00911264,0,0,0.15000000000000002,0.0,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
fbc40e57-40ad-4a6b-b063-df45f7d68131,Lindsay Zuniga,00496181,0,14,0.3867857142857143,0.0,391,0,0,0.0,0.0,0.0,14.0,315285.48000000004,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
06897d5d-351d-403c-8966-f9f289ca8f15,Curtis Decker,00167834,6,0,0.15000000000000002,0.0,470,0,0,6.0,23817.250000000007,3969.5416666666665,0.0,0.0,0.0,"[ 0.         0.        -0.2132007  0.2132007  0.         0.
  0.         0.2132007  0.        -0.2132007  0.         0.
  0.2132007  0.         0.2132007  0.         0.         0.
  0.         0.2132007 -0.2132007  0.         0.        -0.2132007
  0.2132007  0.         0.2132007  0.         0.         0.
  0.         0.         0.         0.         0.         0.2132007
  0.         0.         0.2132007  0.         0.         0.2132007
  0.         0.         0.         0.2132007  0.         0.
 -0.2132007  0.         0.2132007 -0.2132007 -0.2132007  0.
 -0.2132007  0.        -0.2132007  0.         0.         0.
  0.2132007  0.         0.         0.       ]",0.99999993859154,0.013325043953955173,0.12428773585760924
7472cdc1-c5ff-45b5-ab78-f33b93637fc4,Jennifer Sims,00113562,0,6,0.2775,0.0,19,0,0,0.0,0.0,0.0,6.0,93919.93,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
20cc767b-5636-4681-9c4c-3034b9501d9f,Amy Jones,00559505,3,0,0.15000000000000002,0.0,178,0,0,3.0,7601.18,2533.7266666666665,0.0,0.0,0.0,"[ 0.25819889  0.          0.25819889  0.          0.         -0.25819889
  0.          0.          0.          0.         -0.25819889  0.
  0.          0.          0.          0.          0.          0.
 -0.25819889  0.          0.          0.         -0.25819889  0.
  0.          0.25819889  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.25819889  0.          0.         -0.25819889  0.25819889  0.
  0.         -0.25819889 -0.25819889  0.          0.         -0.25819889
 -0.25819889  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.25819889  0.          0.        ]",0.9999999897853757,-0.012103072833269835,0.12441268146288609
099d7467-6b6c-4213-a3e8-9d28fb2f11e7,Joel Smith,00373963,0,0,0.15000000000000002,0.0,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
26235ac3-1062-4556-8a45-3a5eacf221a0,Derek Fisher,00517685,0,0,0.15000000000000002,0.0,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
78dc7d3b-3530-44bf-87bb-b4379a7f9b21,Gregory Clark,00881167,0,5,0.2775,0.0,23,0,0,0.0,0.0,0.0,5.0,172964.6,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
3fcd5646-c256-4f50-94bb-be3bb37239ca,Tracy Vaughn,00174528,0,0,0.15000000000000002,0.0,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
a110dc07-b86e-4ab5-b4ab-c1f4de599cf4,Rebecca Ballard,00621594,0,0,0.15000000000000002,0.0,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0,0.0,0.0
